Commodity,Classification,Market,WholesaleUnitPrice,RetailUnitPrice,ReferencePrice,County,Date,Month_name,Year,Day_Name
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-07-22,July,2025,Tuesday
Avocado,Hass,Voi Retail,29.166666666666668,35.0,32.083333333333336,Taita-Taveta,2025-07-22,July,2025,Tuesday
Avocado,Fuerte,Chuka,10.0,30.0,20.0,Tharaka-Nithi,2025-07-22,July,2025,Tuesday
Avocado,Local,Voi Wholesale,30.0,36.0,33.0,Taita-Taveta,2025-07-22,July,2025,Tuesday
Avocado,Hass,Kibuye,125.0,150.0,137.5,Kisumu,2025-07-20,July,2025,Sunday
Avocado,Local,Kipkaren,25.0,50.0,37.5,Kakamega,2025-07-20,July,2025,Sunday
Avocado,Local,Muhoroni,25.0,30.0,27.5,Kisumu,2025-07-20,July,2025,Sunday
Avocado,Fuerte,Mukuyu Market,125.0,150.0,137.5,Muranga,2025-07-19,July,2025,Saturday
Avocado,Fuerte,Kabati - Muranga,120.0,180.0,150.0,Muranga,2025-07-19,July,2025,Saturday
Avocado,Local,Ngurubani Market,40.0,60.0,50.0,Kirinyaga,2025-07-18,July,2025,Friday
Avocado,Local,Mbale,50.0,60.0,55.0,Vihiga,2025-07-18,July,2025,Friday
Avocado,Fuerte,Kerugoya,50.0,100.0,75.0,Kirinyaga,2025-07-18,July,2025,Friday
Avocado,Hass,Voi Retail,25.0,30.0,27.5,Taita-Taveta,2025-07-18,July,2025,Friday
Avocado,Hass,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-18,July,2025,Friday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-18,July,2025,Friday
Avocado,Local,Wundanyi,25.0,30.0,27.5,Taita-Taveta,2025-07-18,July,2025,Friday
Avocado,Local,Kutus,20.0,30.0,25.0,Kirinyaga,2025-07-17,July,2025,Thursday
Avocado,Local,Kinango,65.0,100.0,82.5,Kwale,2025-07-17,July,2025,Thursday
Avocado,Local,Kipkaren,25.0,50.0,37.5,Kakamega,2025-07-17,July,2025,Thursday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-17,July,2025,Thursday
Avocado,Hass,Kitale Municipality Market,130.0,150.0,140.0,Trans-Nzoia,2025-07-17,July,2025,Thursday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-17,July,2025,Thursday
Avocado,Local,Makutano Embu,50.0,80.0,65.0,Embu,2025-07-16,July,2025,Wednesday
Avocado,Fuerte,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-07-16,July,2025,Wednesday
Avocado,Hass,Kitale Municipality Market,120.0,150.0,135.0,Trans-Nzoia,2025-07-16,July,2025,Wednesday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-16,July,2025,Wednesday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-16,July,2025,Wednesday
Avocado,Local,Ngurubani Market,50.0,80.0,65.0,Kirinyaga,2025-07-15,July,2025,Tuesday
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-07-15,July,2025,Tuesday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-15,July,2025,Tuesday
Avocado,Hass,Kitale Municipality Market,120.0,150.0,135.0,Trans-Nzoia,2025-07-15,July,2025,Tuesday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-15,July,2025,Tuesday
Avocado,Local,Maua,6.0,20.0,13.0,Meru,2025-07-15,July,2025,Tuesday
Avocado,Fuerte,Chuka,10.0,30.0,20.0,Tharaka-Nithi,2025-07-15,July,2025,Tuesday
Avocado,Local,Wundanyi,25.0,30.0,27.5,Taita-Taveta,2025-07-15,July,2025,Tuesday
Avocado,Fuerte,Wundanyi,41.66666666666667,50.0,45.833333333333336,Taita-Taveta,2025-07-15,July,2025,Tuesday
Avocado,Hass,Bondeni,120.0,150.0,135.0,Trans-Nzoia,2025-07-15,July,2025,Tuesday
Avocado,Local,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-07-15,July,2025,Tuesday
Avocado,Fuerte,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-07-15,July,2025,Tuesday
Avocado,Local,Voi Wholesale,30.0,36.0,33.0,Taita-Taveta,2025-07-15,July,2025,Tuesday
Avocado,Local,Kangeta,30.0,60.0,45.0,Meru,2025-07-14,July,2025,Monday
Avocado,Local,Kutus,20.0,30.0,25.0,Kirinyaga,2025-07-14,July,2025,Monday
Avocado,Local,Gakoromone,12.73,1.45,7.09,Meru,2025-07-14,July,2025,Monday
Avocado,Local,Kipkaren,25.0,50.0,37.5,Kakamega,2025-07-13,July,2025,Sunday
Avocado,Hass,Kibuye,166.66666666666669,200.0,183.33333333333334,Kisumu,2025-07-13,July,2025,Sunday
Avocado,Hass,Mukuyu Market,100.0,120.0,110.0,Muranga,2025-07-12,July,2025,Saturday
Avocado,Local,Makutano Kirinyaga,20.0,40.0,30.0,Kirinyaga,2025-07-12,July,2025,Saturday
Avocado,Local,Ngurubani Market,50.0,70.0,60.0,Kirinyaga,2025-07-11,July,2025,Friday
Avocado,Fuerte,Kagio,20.0,40.0,30.0,Kirinyaga,2025-07-11,July,2025,Friday
Avocado,Local,Mumias,47.16666666666667,56.6,51.88333333333334,Kakamega,2025-07-11,July,2025,Friday
Avocado,Local,Voi Wholesale,45.0,54.0,49.5,Taita-Taveta,2025-07-11,July,2025,Friday
Avocado,Local,Kerugoya,40.0,70.0,55.0,Kirinyaga,2025-07-11,July,2025,Friday
Avocado,Fuerte,Kerugoya,60.0,100.0,80.0,Kirinyaga,2025-07-11,July,2025,Friday
Avocado,Fuerte,Nairobi Wakulima,37.03333333333333,44.44,40.736666666666665,Nairobi,2025-07-11,July,2025,Friday
Avocado,Fuerte,Chuka,10.0,30.0,20.0,Tharaka-Nithi,2025-07-11,July,2025,Friday
Avocado,Local,Gakoromone,14.55,16.36,15.455,Meru,2025-07-11,July,2025,Friday
Avocado,Hass,Kitale Municipality Market,120.0,150.0,135.0,Trans-Nzoia,2025-07-11,July,2025,Friday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-11,July,2025,Friday
Avocado,Local,Kinango,60.0,100.0,80.0,Kwale,2025-07-10,July,2025,Thursday
Avocado,Local,Kipkaren,25.0,50.0,37.5,Kakamega,2025-07-10,July,2025,Thursday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-10,July,2025,Thursday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-07-10,July,2025,Thursday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-10,July,2025,Thursday
Avocado,Local,Makutano Embu,45.0,60.0,52.5,Embu,2025-07-09,July,2025,Wednesday
Avocado,Hass,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-07-09,July,2025,Wednesday
Avocado,Hass,Makutano Kirinyaga,25.0,35.0,30.0,Kirinyaga,2025-07-09,July,2025,Wednesday
Avocado,Local,Makutano Kirinyaga,20.0,30.0,25.0,Kirinyaga,2025-07-09,July,2025,Wednesday
Avocado,Local,Taveta Retail Market,50.0,120.0,85.0,Taita-Taveta,2025-07-09,July,2025,Wednesday
Avocado,Local,Kangeta,50.0,60.0,55.0,Meru,2025-07-09,July,2025,Wednesday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-09,July,2025,Wednesday
Avocado,Hass,Kitale Municipality Market,120.0,150.0,135.0,Trans-Nzoia,2025-07-09,July,2025,Wednesday
Avocado,Fuerte,Kitale Municipality Market,100.0,130.0,115.0,Trans-Nzoia,2025-07-09,July,2025,Wednesday
Avocado,Hass,Ahero,150.0,200.0,175.0,Kisumu,2025-07-08,July,2025,Tuesday
Avocado,Local,Holo,83.33333333333334,100.0,91.66666666666667,Kisumu,2025-07-08,July,2025,Tuesday
Avocado,Hass,Holo,125.0,150.0,137.5,Kisumu,2025-07-08,July,2025,Tuesday
Avocado,Local,Kerugoya,40.0,70.0,55.0,Kirinyaga,2025-07-08,July,2025,Tuesday
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-07-08,July,2025,Tuesday
Avocado,Local,Ngurubani Market,45.0,60.0,52.5,Kirinyaga,2025-07-08,July,2025,Tuesday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-08,July,2025,Tuesday
Avocado,Hass,Kitale Municipality Market,120.0,150.0,135.0,Trans-Nzoia,2025-07-08,July,2025,Tuesday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-08,July,2025,Tuesday
Avocado,Local,Maua,40.0,20.0,30.0,Meru,2025-07-08,July,2025,Tuesday
Avocado,Local,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-07-08,July,2025,Tuesday
Avocado,Hass,Bondeni,120.0,150.0,135.0,Trans-Nzoia,2025-07-08,July,2025,Tuesday
Avocado,Fuerte,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-07-08,July,2025,Tuesday
Avocado,Fuerte,Chuka,10.0,30.0,20.0,Tharaka-Nithi,2025-07-08,July,2025,Tuesday
Avocado,Local,Kangemi Market,100.0,120.0,110.0,Nairobi,2025-07-08,July,2025,Tuesday
Avocado,Hass,Kibuye,125.0,150.0,137.5,Kisumu,2025-07-06,July,2025,Sunday
Avocado,Local,Makutano Kirinyaga,25.0,35.0,30.0,Kirinyaga,2025-07-05,July,2025,Saturday
Avocado,Local,Ngurubani Market,40.0,60.0,50.0,Kirinyaga,2025-07-04,July,2025,Friday
Avocado,Fuerte,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-07-04,July,2025,Friday
Avocado,Local,Mumias,69.44166666666666,83.33,76.38583333333332,Kakamega,2025-07-04,July,2025,Friday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-04,July,2025,Friday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-04,July,2025,Friday
Avocado,Local,Gakoromone,12.73,14.55,13.64,Meru,2025-07-04,July,2025,Friday
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-07-03,July,2025,Thursday
Avocado,Local,Kinango,60.0,100.0,80.0,Kwale,2025-07-03,July,2025,Thursday
Avocado,Local,Maua,7.0,20.0,13.5,Meru,2025-07-03,July,2025,Thursday
Avocado,Local,Kipkaren,25.0,50.0,37.5,Kakamega,2025-07-03,July,2025,Thursday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-03,July,2025,Thursday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-07-03,July,2025,Thursday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-07-03,July,2025,Thursday
Avocado,Local,Makutano Kirinyaga,25.0,40.0,32.5,Kirinyaga,2025-07-02,July,2025,Wednesday
Avocado,Local,Kangeta,50.0,60.0,55.0,Meru,2025-07-02,July,2025,Wednesday
Avocado,Hass,Kangemi Market,80.0,130.0,105.0,Nairobi,2025-07-02,July,2025,Wednesday
Avocado,Local,Makutano Embu,60.0,80.0,70.0,Embu,2025-07-02,July,2025,Wednesday
Avocado,Local,Taveta Retail Market,100.0,150.0,125.0,Taita-Taveta,2025-07-02,July,2025,Wednesday
Avocado,Local,Kitale Municipality Market,110.0,130.0,120.0,Trans-Nzoia,2025-07-02,July,2025,Wednesday
Avocado,Hass,Kitale Municipality Market,130.0,150.0,140.0,Trans-Nzoia,2025-07-02,July,2025,Wednesday
Avocado,Fuerte,Kitale Municipality Market,110.0,130.0,120.0,Trans-Nzoia,2025-07-02,July,2025,Wednesday
Avocado,Local,Holo,83.33333333333334,100.0,91.66666666666667,Kisumu,2025-07-01,July,2025,Tuesday
Avocado,Hass,Holo,125.0,150.0,137.5,Kisumu,2025-07-01,July,2025,Tuesday
Avocado,Fuerte,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-07-01,July,2025,Tuesday
Avocado,Local,Bondeni,12.0,13.0,12.5,Trans-Nzoia,2025-07-01,July,2025,Tuesday
Avocado,Hass,Bondeni,12.0,15.0,13.5,Trans-Nzoia,2025-07-01,July,2025,Tuesday
Avocado,Fuerte,Bondeni,10.0,13.0,11.5,Trans-Nzoia,2025-07-01,July,2025,Tuesday
Avocado,Local,Nyangusu,13.33,33.33,23.33,Kisii,2025-07-01,July,2025,Tuesday
Avocado,Local,Ngurubani Market,60.0,80.0,70.0,Kirinyaga,2025-07-01,July,2025,Tuesday
Avocado,Fuerte,Wundanyi,41.66666666666667,50.0,45.833333333333336,Taita-Taveta,2025-07-01,July,2025,Tuesday
Avocado,Local,Wundanyi,25.0,30.0,27.5,Taita-Taveta,2025-07-01,July,2025,Tuesday
Avocado,Local,Kitale Municipality Market,120.0,130.0,125.0,Trans-Nzoia,2025-07-01,July,2025,Tuesday
Avocado,Hass,Kitale Municipality Market,130.0,150.0,140.0,Trans-Nzoia,2025-07-01,July,2025,Tuesday
Avocado,Fuerte,Kitale Municipality Market,120.0,130.0,125.0,Trans-Nzoia,2025-07-01,July,2025,Tuesday
Avocado,Local,Kerugoya,30.0,70.0,50.0,Kirinyaga,2025-06-30,June,2025,Monday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-30,June,2025,Monday
Avocado,Hass,Kitale Municipality Market,130.0,150.0,140.0,Trans-Nzoia,2025-06-30,June,2025,Monday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-30,June,2025,Monday
Avocado,Local,Bura Market,80.0,120.0,100.0,Tana-River,2025-06-30,June,2025,Monday
Avocado,Local,Kipkaren,25.0,50.0,37.5,Kakamega,2025-06-29,June,2025,Sunday
Avocado,Local,Mumias,59.525000000000006,71.43,65.4775,Kakamega,2025-06-29,June,2025,Sunday
Avocado,Local,Muhoroni,25.0,30.0,27.5,Kisumu,2025-06-29,June,2025,Sunday
Avocado,Hass,Kibuye,125.0,150.0,137.5,Kisumu,2025-06-29,June,2025,Sunday
Avocado,Local,Makutano Kirinyaga,20.0,30.0,25.0,Kirinyaga,2025-06-28,June,2025,Saturday
Avocado,Local,Ngurubani Market,50.0,70.0,60.0,Kirinyaga,2025-06-27,June,2025,Friday
Avocado,Fuerte,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-06-27,June,2025,Friday
Avocado,Local,Gakoromone,12.73,14.55,13.64,Meru,2025-06-27,June,2025,Friday
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-06-27,June,2025,Friday
Avocado,Local,Kerugoya,30.0,60.0,45.0,Kirinyaga,2025-06-27,June,2025,Friday
Avocado,Fuerte,Chuka,20.0,30.0,25.0,Tharaka-Nithi,2025-06-27,June,2025,Friday
Avocado,Local,Mumias,55.55833333333334,66.67,61.11416666666667,Kakamega,2025-06-27,June,2025,Friday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-27,June,2025,Friday
Avocado,Hass,Kitale Municipality Market,130.0,140.0,135.0,Trans-Nzoia,2025-06-27,June,2025,Friday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-27,June,2025,Friday
Avocado,Local,Katito,50.0,100.0,75.0,Kisumu,2025-06-26,June,2025,Thursday
Avocado,Local,Kinango,60.0,100.0,80.0,Kwale,2025-06-26,June,2025,Thursday
Avocado,Local,Kipkaren,25.0,40.0,32.5,Kakamega,2025-06-26,June,2025,Thursday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-26,June,2025,Thursday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-06-26,June,2025,Thursday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-26,June,2025,Thursday
Avocado,Fuerte,Makutano Embu,100.0,120.0,110.0,Embu,2025-06-25,June,2025,Wednesday
Avocado,Local,Mulot,30.0,70.0,50.0,Bomet,2025-06-25,June,2025,Wednesday
Avocado,Local,Kangeta,30.0,60.0,45.0,Meru,2025-06-25,June,2025,Wednesday
Avocado,Hass,Kitale Municipality Market,20.0,23.0,21.5,Trans-Nzoia,2025-06-25,June,2025,Wednesday
Avocado,Fuerte,Kitale Municipality Market,12.0,15.0,13.5,Trans-Nzoia,2025-06-25,June,2025,Wednesday
Avocado,Local,Makutano Kirinyaga,15.0,25.0,20.0,Kirinyaga,2025-06-25,June,2025,Wednesday
Avocado,Local,Holo,83.33333333333334,100.0,91.66666666666667,Kisumu,2025-06-24,June,2025,Tuesday
Avocado,Hass,Holo,125.0,150.0,137.5,Kisumu,2025-06-24,June,2025,Tuesday
Avocado,Fuerte,Chuka,20.0,30.0,25.0,Tharaka-Nithi,2025-06-24,June,2025,Tuesday
Avocado,Hass,Kitale Municipality Market,130.0,150.0,140.0,Trans-Nzoia,2025-06-24,June,2025,Tuesday
Avocado,Local,Kitale Municipality Market,110.0,130.0,120.0,Trans-Nzoia,2025-06-24,June,2025,Tuesday
Avocado,Fuerte,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-06-24,June,2025,Tuesday
Avocado,Local,Nairobi Wakulima,37.5,50.0,43.75,Nairobi,2025-06-24,June,2025,Tuesday
Avocado,Fuerte,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-06-24,June,2025,Tuesday
Avocado,Local,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-06-24,June,2025,Tuesday
Avocado,Local,Voi Wholesale,30.0,36.0,33.0,Taita-Taveta,2025-06-24,June,2025,Tuesday
Avocado,Local,Ngurubani Market,40.0,70.0,55.0,Kirinyaga,2025-06-23,June,2025,Monday
Avocado,Fuerte,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-06-23,June,2025,Monday
Avocado,Local,Kutus,20.0,30.0,25.0,Kirinyaga,2025-06-23,June,2025,Monday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-06-23,June,2025,Monday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-23,June,2025,Monday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-23,June,2025,Monday
Avocado,Hass,Kibuye,166.66666666666669,200.0,183.33333333333334,Kisumu,2025-06-22,June,2025,Sunday
Avocado,Local,Bura Market,80.0,120.0,100.0,Tana-River,2025-06-21,June,2025,Saturday
Avocado,Local,Makutano Kirinyaga,15.0,20.0,17.5,Kirinyaga,2025-06-21,June,2025,Saturday
Avocado,Local,Ngurubani Market,40.0,70.0,55.0,Kirinyaga,2025-06-20,June,2025,Friday
Avocado,Local,Mumias,46.300000000000004,55.56,50.93000000000001,Kakamega,2025-06-20,June,2025,Friday
Avocado,Fuerte,Chuka,20.0,30.0,25.0,Tharaka-Nithi,2025-06-20,June,2025,Friday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-06-20,June,2025,Friday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-20,June,2025,Friday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-20,June,2025,Friday
Avocado,Local,Gakoromone,12.73,14.55,13.64,Meru,2025-06-20,June,2025,Friday
Avocado,Fuerte,Wundanyi,50.0,60.0,55.0,Taita-Taveta,2025-06-20,June,2025,Friday
Avocado,Local,Wundanyi,33.333333333333336,40.0,36.66666666666667,Taita-Taveta,2025-06-20,June,2025,Friday
Avocado,Local,Kutus,20.0,30.0,25.0,Kirinyaga,2025-06-19,June,2025,Thursday
Avocado,Local,Kerugoya,30.0,70.0,50.0,Kirinyaga,2025-06-19,June,2025,Thursday
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-06-19,June,2025,Thursday
Avocado,Local,Kinango,0.55,100.0,50.275,Kwale,2025-06-19,June,2025,Thursday
Avocado,Local,Maua,10.0,20.0,15.0,Meru,2025-06-19,June,2025,Thursday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-19,June,2025,Thursday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-06-19,June,2025,Thursday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-19,June,2025,Thursday
Avocado,Local,Kalundu,36.0,75.0,55.5,Kitui,2025-06-19,June,2025,Thursday
Avocado,Local,Nairobi Wakulima,37.5,50.0,43.75,Nairobi,2025-06-18,June,2025,Wednesday
Avocado,Local,Bura Market,80.0,120.0,100.0,Tana-River,2025-06-18,June,2025,Wednesday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-18,June,2025,Wednesday
Avocado,Hass,Kitale Municipality Market,120.0,140.0,130.0,Trans-Nzoia,2025-06-18,June,2025,Wednesday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-18,June,2025,Wednesday
Avocado,Local,Ngurubani Market,40.0,60.0,50.0,Kirinyaga,2025-06-17,June,2025,Tuesday
Avocado,Local,Kerugoya,30.0,60.0,45.0,Kirinyaga,2025-06-17,June,2025,Tuesday
Avocado,Local,Kathonzweni,50.0,90.0,70.0,Makueni,2025-06-17,June,2025,Tuesday
Avocado,Hass,Ahero,150.0,200.0,175.0,Kisumu,2025-06-17,June,2025,Tuesday
Avocado,Fuerte,Chuka,20.0,30.0,25.0,Tharaka-Nithi,2025-06-17,June,2025,Tuesday
Avocado,Hass,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-06-17,June,2025,Tuesday
Avocado,Local,Kangeta,50.0,60.0,55.0,Meru,2025-06-16,June,2025,Monday
Avocado,Fuerte,Kagio,30.0,50.0,40.0,Kirinyaga,2025-06-16,June,2025,Monday
Avocado,Local,Nairobi Wakulima,37.5,50.0,43.75,Nairobi,2025-06-16,June,2025,Monday
Avocado,Local,Bura Market,80.0,120.0,100.0,Tana-River,2025-06-16,June,2025,Monday
Avocado,Local,Kibuye,83.33333333333334,100.0,91.66666666666667,Kisumu,2025-06-15,June,2025,Sunday
Avocado,Local,Muhoroni,25.0,30.0,27.5,Kisumu,2025-06-15,June,2025,Sunday
Avocado,Hass,Makutano Kirinyaga,50.0,60.0,55.0,Kirinyaga,2025-06-14,June,2025,Saturday
Avocado,Hass,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-06-14,June,2025,Saturday
Avocado,Local,Ngurubani Market,30.0,70.0,50.0,Kirinyaga,2025-06-13,June,2025,Friday
Avocado,Fuerte,Gakoromone,14.0,16.0,15.0,Meru,2025-06-13,June,2025,Friday
Avocado,Fuerte,Chuka,20.0,30.0,25.0,Tharaka-Nithi,2025-06-13,June,2025,Friday
Avocado,Local,Mumias,69.44166666666666,83.33,76.38583333333332,Kakamega,2025-06-13,June,2025,Friday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-13,June,2025,Friday
Avocado,Local,Kerugoya,30.0,60.0,45.0,Kirinyaga,2025-06-12,June,2025,Thursday
Avocado,Fuerte,Kerugoya,50.0,100.0,75.0,Kirinyaga,2025-06-12,June,2025,Thursday
Avocado,Local,Kinango,60.0,100.0,80.0,Kwale,2025-06-12,June,2025,Thursday
Avocado,Local,Kutus,20.0,30.0,25.0,Kirinyaga,2025-06-12,June,2025,Thursday
Avocado,Local,Muthurwa,30.0,36.0,33.0,Narok,2025-06-12,June,2025,Thursday
Avocado,Local,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-12,June,2025,Thursday
Avocado,Hass,Kitale Municipality Market,120.0,130.0,125.0,Trans-Nzoia,2025-06-12,June,2025,Thursday
Avocado,Fuerte,Kitale Municipality Market,100.0,120.0,110.0,Trans-Nzoia,2025-06-12,June,2025,Thursday
Avocado,Fuerte,Makutano Embu,50.0,110.0,80.0,Embu,2025-06-11,June,2025,Wednesday
Avocado,Hass,Makutano Embu,70.0,130.0,100.0,Embu,2025-06-11,June,2025,Wednesday
Avocado,Local,Makutano Embu,50.0,90.0,70.0,Embu,2025-06-11,June,2025,Wednesday
Avocado,Local,Kangeta,50.0,60.0,55.0,Meru,2025-06-11,June,2025,Wednesday
Avocado,Hass,Kabati - Muranga,60.0,120.0,90.0,Muranga,2025-06-11,June,2025,Wednesday
Avocado,Local,Taveta Retail Market,100.0,150.0,125.0,Taita-Taveta,2025-06-11,June,2025,Wednesday
Avocado,Fuerte,Kabiyet Market,180.0,215.0,197.5,Nandi,2025-06-11,June,2025,Wednesday
Avocado,Local,Makutano Kirinyaga,20.0,30.0,25.0,Kirinyaga,2025-06-11,June,2025,Wednesday
Avocado,Local,Kitale Municipality Market,80.0,100.0,90.0,Trans-Nzoia,2025-06-11,June,2025,Wednesday
Avocado,Hass,Kitale Municipality Market,22.0,26.0,24.0,Trans-Nzoia,2025-06-11,June,2025,Wednesday
Avocado,Fuerte,Kitale Municipality Market,20.0,24.0,22.0,Trans-Nzoia,2025-06-11,June,2025,Wednesday
Avocado,Local,Ngurubani Market,50.0,70.0,60.0,Kirinyaga,2025-06-10,June,2025,Tuesday
Avocado,Local,Kerugoya,30.0,60.0,45.0,Kirinyaga,2025-06-10,June,2025,Tuesday
Avocado,Fuerte,Kerugoya,50.0,90.0,70.0,Kirinyaga,2025-06-10,June,2025,Tuesday
Avocado,Local,Holo,83.33333333333334,100.0,91.66666666666667,Kisumu,2025-06-10,June,2025,Tuesday
Avocado,Hass,Holo,125.0,150.0,137.5,Kisumu,2025-06-10,June,2025,Tuesday
Avocado,Local,Kathonzweni,50.0,80.0,65.0,Makueni,2025-06-10,June,2025,Tuesday
Avocado,Local,Kitale Municipality Market,80.0,100.0,90.0,Trans-Nzoia,2025-06-10,June,2025,Tuesday
Avocado,Local,Maua,7.0,25.0,16.0,Meru,2025-06-10,June,2025,Tuesday
Avocado,Fuerte,Chuka,20.0,25.0,22.5,Tharaka-Nithi,2025-06-10,June,2025,Tuesday
Avocado,Local,Nairobi Wakulima,41.67,50.0,45.835,Nairobi,2025-06-10,June,2025,Tuesday
Avocado,Hass,Bondeni,100.0,120.0,110.0,Trans-Nzoia,2025-06-10,June,2025,Tuesday
Avocado,Fuerte,Bondeni,80.0,100.0,90.0,Trans-Nzoia,2025-06-10,June,2025,Tuesday
Avocado,Local,Bondeni,80.0,100.0,90.0,Trans-Nzoia,2025-06-10,June,2025,Tuesday
Avocado,Local,Kibuye,100.0,120.0,110.0,Kisumu,2025-06-09,June,2025,Monday
Avocado,Local,Muhoroni,20.0,30.0,25.0,Kisumu,2025-06-08,June,2025,Sunday
Avocado,Local,Khayega,30.0,45.0,37.5,Kakamega,2025-06-08,June,2025,Sunday
Avocado,Local,Bura Market,80.0,120.0,100.0,Tana-River,2025-06-07,June,2025,Saturday
Avocado,Local,Taveta Retail Market,100.0,150.0,125.0,Taita-Taveta,2025-06-07,June,2025,Saturday
Avocado,Local,Makutano Kirinyaga,30.0,60.0,45.0,Kirinyaga,2025-06-06,June,2025,Friday
Avocado,Local,Ngurubani Market,35.0,65.0,50.0,Kirinyaga,2025-06-06,June,2025,Friday
