ds,yhat,Commodity,Market
2025-07-25,110.40230021812732,Beans ,Kangemi Market
2025-07-26,117.5910311748055,Beans ,Kangemi Market
2025-07-27,119.39239237603661,Beans ,Kangemi Market
2025-07-28,113.98093692526714,Beans ,Kangemi Market
2025-07-29,117.65585947948681,Beans ,Kangemi Market
2025-07-30,117.25277416374192,Beans ,Kangemi Market
2025-07-31,115.59909905094531,Beans ,Kangemi Market
2025-08-01,111.6151266596073,Beans ,Kangemi Market
2025-08-02,119.43088048598527,Beans ,Kangemi Market
2025-08-03,121.81419602649713,Beans ,Kangemi Market
2025-08-04,116.93787578788904,Beans ,Kangemi Market
2025-08-05,121.09963306421423,Beans ,Kangemi Market
2025-08-06,121.13377835462973,Beans ,Kangemi Market
2025-08-07,119.86652779488269,Beans ,Kangemi Market
2021-11-08,87.4930310064583,Beans ,Kutus
2021-11-15,75.54254307063854,Beans ,Kutus
2023-06-29,131.39762184657468,Beans ,Kutus
2023-07-03,132.31484332732728,Beans ,Kutus
2023-07-17,135.82843950081843,Beans ,Kutus
2023-07-20,140.85604105456744,Beans ,Kutus
2023-07-27,118.0023490492181,Beans ,Kutus
2023-07-31,129.69994656038202,Beans ,Kutus
2023-08-03,142.92724409978834,Beans ,Kutus
2023-08-10,119.49358260278865,Beans ,Kutus
2023-08-14,122.5057214246563,Beans ,Kutus
2023-08-17,121.65025158918426,Beans ,Kutus
2023-08-21,120.41148782957828,Beans ,Kutus
2023-08-24,131.5765028671134,Beans ,Kutus
2023-10-30,168.8814980393652,Beans ,Kutus
2023-11-02,137.76286637416288,Beans ,Kutus
2023-11-06,129.09624650360476,Beans ,Kutus
2023-11-20,154.74659875557066,Beans ,Kutus
2023-11-23,100.01470835008307,Beans ,Kutus
2023-11-27,154.5856591644125,Beans ,Kutus
2023-12-04,130.28663517166422,Beans ,Kutus
2023-12-14,137.30681714202376,Beans ,Kutus
2023-12-18,159.88784210985466,Beans ,Kutus
2023-12-28,153.45113916769188,Beans ,Kutus
2024-01-04,129.16311351799766,Beans ,Kutus
2024-01-08,143.68654792105008,Beans ,Kutus
2024-01-18,94.13969316873536,Beans ,Kutus
2024-01-22,94.88670006913009,Beans ,Kutus
2024-01-25,120.5457810446211,Beans ,Kutus
2024-01-29,107.36897706211442,Beans ,Kutus
2024-02-01,108.46809245324773,Beans ,Kutus
2024-02-05,109.12829755064011,Beans ,Kutus
2024-02-08,108.99127055081763,Beans ,Kutus
2024-02-15,99.30033188569314,Beans ,Kutus
2024-02-26,95.15480071351251,Beans ,Kutus
2024-03-11,115.42357613367533,Beans ,Kutus
2024-03-14,120.12241248978846,Beans ,Kutus
2024-03-18,118.06170363863843,Beans ,Kutus
2024-03-21,103.63524395982822,Beans ,Kutus
2024-03-25,109.61296876047435,Beans ,Kutus
2024-03-28,104.79416489315457,Beans ,Kutus
2024-04-01,103.87306409036833,Beans ,Kutus
2024-04-04,110.6446166552331,Beans ,Kutus
2024-04-15,111.08778147004938,Beans ,Kutus
2024-04-18,106.18175741870915,Beans ,Kutus
2024-04-22,111.8453661293852,Beans ,Kutus
2024-04-25,99.26244653716697,Beans ,Kutus
2024-04-29,105.42446006859312,Beans ,Kutus
2024-05-23,106.06115270917819,Beans ,Kutus
2024-05-27,109.9072200441632,Beans ,Kutus
2024-06-03,130.71612040730284,Beans ,Kutus
2024-06-13,115.69928920161499,Beans ,Kutus
2024-06-17,114.46260128448858,Beans ,Kutus
2024-06-24,106.52432058833145,Beans ,Kutus
2024-06-27,90.52034700296808,Beans ,Kutus
2024-07-01,118.46187503337089,Beans ,Kutus
2024-07-08,93.65307455651251,Beans ,Kutus
2024-07-11,95.30500277923734,Beans ,Kutus
2024-07-15,113.2037123442675,Beans ,Kutus
2024-07-22,94.71233552127966,Beans ,Kutus
2024-07-25,107.05635897939165,Beans ,Kutus
2024-08-05,85.20200026165683,Beans ,Kutus
2024-08-08,118.42004731262017,Beans ,Kutus
2024-08-12,115.3963629715708,Beans ,Kutus
2024-08-15,104.9175549444257,Beans ,Kutus
2024-08-19,113.1166648905586,Beans ,Kutus
2024-08-26,100.95776270907238,Beans ,Kutus
2024-08-29,99.60271102585799,Beans ,Kutus
2024-09-02,109.7429303833163,Beans ,Kutus
2024-09-09,105.09609913910704,Beans ,Kutus
2024-09-16,101.37053571252548,Beans ,Kutus
2024-09-19,109.2939250154134,Beans ,Kutus
2024-09-30,102.24507053436035,Beans ,Kutus
2024-10-03,117.55787972761469,Beans ,Kutus
2025-05-19,120.59867154065093,Beans ,Kutus
2025-05-22,145.92300495439974,Beans ,Kutus
2025-05-26,146.46000790937717,Beans ,Kutus
2025-06-02,152.88843132601377,Beans ,Kutus
2025-06-09,148.17975991852066,Beans ,Kutus
2025-06-19,125.57804414893727,Beans ,Kutus
2025-06-23,130.05443103829805,Beans ,Kutus
2025-06-26,147.52380396096532,Beans ,Kutus
2025-07-14,131.06493604688072,Beans ,Kutus
2025-07-17,117.12044081778643,Beans ,Kutus
2025-07-18,-29.82224221367688,Beans ,Kutus
2025-07-19,-30.2400582930305,Beans ,Kutus
2025-07-20,-30.566505819026805,Beans ,Kutus
2025-07-21,115.60346828123063,Beans ,Kutus
2025-07-22,-30.92159463734721,Beans ,Kutus
2025-07-23,-30.94485614751851,Beans ,Kutus
2025-07-24,115.57628949685046,Beans ,Kutus
2025-07-25,-30.692757359984615,Beans ,Kutus
2025-07-26,-30.4296980772879,Beans ,Kutus
2025-07-27,-30.087383706343562,Beans ,Kutus
2025-07-28,116.72040559443678,Beans ,Kutus
2025-07-29,-29.215525194090638,Beans ,Kutus
2025-07-30,-28.714435400434716,Beans ,Kutus
2025-07-31,118.25231108610116,Beans ,Kutus
2025-08-01,-27.66130464950689,Beans ,Kutus
2025-08-02,-27.141510710093964,Beans ,Kutus
2025-08-03,-26.64654083558372,Beans ,Kutus
2025-08-04,120.20773948106766,Beans ,Kutus
2025-08-05,-25.78660237552931,Beans ,Kutus
2025-08-06,-25.444269623246054,Beans ,Kutus
2025-08-07,121.27106689859798,Beans ,Kutus
2025-08-08,-24.9760363832585,Beans ,Kutus
2025-08-09,-24.858694643793253,Beans ,Kutus
2025-08-10,-24.81991522603132,Beans ,Kutus
2025-08-11,121.54128575048392,Beans ,Kutus
2025-08-12,-24.965093689418353,Beans ,Kutus
2025-08-13,-25.13532108188789,Beans ,Kutus
2025-08-14,121.08528056596026,Beans ,Kutus
2025-08-15,-25.621063524295362,Beans ,Kutus
2025-08-16,-25.911049862556013,Beans ,Kutus
2021-11-12,118.03640478011218,Beans ,Gikomba
2023-06-19,240.06578457810673,Beans ,Gikomba
2023-06-20,239.85996447825764,Beans ,Gikomba
2023-06-21,239.7476003421868,Beans ,Gikomba
2023-06-22,239.75521964157232,Beans ,Gikomba
2023-06-23,239.5239945594891,Beans ,Gikomba
2023-06-26,239.12026022965563,Beans ,Gikomba
2023-06-27,238.66859351988973,Beans ,Gikomba
2023-06-29,238.23549835220007,Beans ,Gikomba
2023-07-03,222.138695616747,Beans ,Gikomba
2023-07-06,221.57349038878277,Beans ,Gikomba
2023-07-10,224.19687462957378,Beans ,Gikomba
2023-07-11,224.02623923572276,Beans ,Gikomba
2023-07-13,224.1710882149455,Beans ,Gikomba
2023-07-17,224.27352609518226,Beans ,Gikomba
2023-07-18,221.42312260460523,Beans ,Gikomba
2023-07-24,216.25517520144507,Beans ,Gikomba
2023-07-25,215.46167458554095,Beans ,Gikomba
2023-07-26,213.06891360724913,Beans ,Gikomba
2023-07-31,211.25917700778825,Beans ,Gikomba
2023-08-01,210.27315336696464,Beans ,Gikomba
2023-08-03,208.84342667164952,Beans ,Gikomba
2023-08-07,206.6666703961582,Beans ,Gikomba
2023-08-08,206.0705434797487,Beans ,Gikomba
2023-08-09,205.7123687192976,Beans ,Gikomba
2023-08-10,207.30460786926002,Beans ,Gikomba
2023-08-11,203.7271996364316,Beans ,Gikomba
2023-08-12,206.67751182068193,Beans ,Gikomba
2023-08-14,207.53414919347892,Beans ,Gikomba
2023-08-15,199.10613978124218,Beans ,Gikomba
2023-08-16,202.7166247512225,Beans ,Gikomba
2023-08-17,199.7959339505386,Beans ,Gikomba
2023-08-18,200.10115736785625,Beans ,Gikomba
2023-08-21,201.61858198871704,Beans ,Gikomba
2023-08-22,201.83717483672345,Beans ,Gikomba
2023-08-23,202.18024214263042,Beans ,Gikomba
2023-08-25,202.89464189439443,Beans ,Gikomba
2023-08-28,203.72516560000213,Beans ,Gikomba
2023-08-29,205.2723800032334,Beans ,Gikomba
2023-08-30,203.51474713295607,Beans ,Gikomba
2023-08-31,203.54687157809218,Beans ,Gikomba
2023-09-01,203.31653696993902,Beans ,Gikomba
2023-09-02,202.69695192817116,Beans ,Gikomba
2023-09-04,202.75709059607362,Beans ,Gikomba
2023-09-05,202.19955086958709,Beans ,Gikomba
2023-09-06,201.76321853686588,Beans ,Gikomba
2023-09-07,201.48127751854744,Beans ,Gikomba
2023-09-08,203.5346784652072,Beans ,Gikomba
2023-09-09,200.20009736781117,Beans ,Gikomba
2023-09-11,201.8127654746681,Beans ,Gikomba
2023-09-12,199.60851561666982,Beans ,Gikomba
2023-09-13,200.97857542306082,Beans ,Gikomba
2023-09-14,200.8793344842937,Beans ,Gikomba
2023-09-18,202.43628534825436,Beans ,Gikomba
2023-09-19,200.6112511692929,Beans ,Gikomba
2023-09-20,198.98180239025655,Beans ,Gikomba
2023-09-21,199.2503046536213,Beans ,Gikomba
2023-09-22,199.35595050423836,Beans ,Gikomba
2023-09-23,199.15721400763724,Beans ,Gikomba
2023-09-25,203.620228419665,Beans ,Gikomba
2023-09-26,203.62646851714845,Beans ,Gikomba
2023-09-27,203.75963125657745,Beans ,Gikomba
2023-09-28,205.72178640954053,Beans ,Gikomba
2023-09-29,205.7575181382766,Beans ,Gikomba
2023-10-02,202.63922147596554,Beans ,Gikomba
2023-10-03,205.69998424497464,Beans ,Gikomba
2023-10-04,203.77124289014154,Beans ,Gikomba
2023-10-05,205.32833694296679,Beans ,Gikomba
2023-10-06,206.62511620731254,Beans ,Gikomba
2023-10-09,203.92524621568438,Beans ,Gikomba
2023-10-11,202.65213704760993,Beans ,Gikomba
2023-10-12,202.23807546087005,Beans ,Gikomba
2023-10-16,202.10507446475452,Beans ,Gikomba
2023-10-17,198.12015322193812,Beans ,Gikomba
2023-10-18,199.40849001907497,Beans ,Gikomba
2023-10-19,199.24034844478038,Beans ,Gikomba
2023-10-23,200.67421657826623,Beans ,Gikomba
2023-10-25,198.94873059103713,Beans ,Gikomba
2023-10-26,199.26457494889567,Beans ,Gikomba
2023-10-27,197.74408463398706,Beans ,Gikomba
2023-11-06,198.81980266264452,Beans ,Gikomba
2023-11-08,198.46453257287877,Beans ,Gikomba
2023-11-09,198.40939423549162,Beans ,Gikomba
2023-11-14,197.4076116028618,Beans ,Gikomba
2023-11-16,194.61766249318464,Beans ,Gikomba
2023-11-17,193.92773397139354,Beans ,Gikomba
2023-11-20,193.0720868760208,Beans ,Gikomba
2023-11-22,192.84066053253434,Beans ,Gikomba
2023-11-27,196.07618132940044,Beans ,Gikomba
2023-11-29,190.97221456871043,Beans ,Gikomba
2023-12-04,201.63537619257582,Beans ,Gikomba
2023-12-07,199.7128166810353,Beans ,Gikomba
2023-12-08,198.44881833316649,Beans ,Gikomba
2023-12-11,200.86721399071627,Beans ,Gikomba
2023-12-13,200.94961164166838,Beans ,Gikomba
2023-12-15,201.54529098561235,Beans ,Gikomba
2024-01-05,182.1825721829196,Beans ,Gikomba
2024-01-08,189.17682897693382,Beans ,Gikomba
2024-01-11,186.73288457362153,Beans ,Gikomba
2024-01-15,189.4404824562543,Beans ,Gikomba
2024-01-17,188.9500393304458,Beans ,Gikomba
2024-01-18,191.46662171557958,Beans ,Gikomba
2024-01-20,190.61913924429035,Beans ,Gikomba
2024-01-22,197.44017928682797,Beans ,Gikomba
2024-01-24,198.0102404048268,Beans ,Gikomba
2024-01-25,201.97281567285265,Beans ,Gikomba
2024-01-27,198.98498969792877,Beans ,Gikomba
2024-01-29,200.0680484249393,Beans ,Gikomba
2024-01-31,199.70277244307925,Beans ,Gikomba
2024-02-05,199.40188436970502,Beans ,Gikomba
2024-02-07,199.0361209900176,Beans ,Gikomba
2024-02-13,198.3148745765659,Beans ,Gikomba
2024-02-19,194.92750335552873,Beans ,Gikomba
2024-02-26,198.73311061933356,Beans ,Gikomba
2024-02-29,196.69544889389508,Beans ,Gikomba
2024-03-05,195.58541975128503,Beans ,Gikomba
2024-03-07,191.64404430672894,Beans ,Gikomba
2024-03-11,192.30282104580667,Beans ,Gikomba
2024-03-13,187.30441732720558,Beans ,Gikomba
2024-03-20,191.53766952636042,Beans ,Gikomba
2024-03-28,187.26490533923143,Beans ,Gikomba
2024-04-02,192.54488669202382,Beans ,Gikomba
2024-04-08,193.15058443920165,Beans ,Gikomba
2024-04-11,192.43724077515373,Beans ,Gikomba
2024-04-15,189.89736294791214,Beans ,Gikomba
2024-04-17,191.1805225151932,Beans ,Gikomba
2024-04-19,191.95298639256563,Beans ,Gikomba
2024-04-22,192.75416930803914,Beans ,Gikomba
2024-04-24,193.19037671754214,Beans ,Gikomba
2024-04-25,194.7519643241947,Beans ,Gikomba
2024-04-29,196.7056148915691,Beans ,Gikomba
2024-04-30,170.39518582786488,Beans ,Gikomba
2024-05-02,172.25555154613116,Beans ,Gikomba
2024-05-06,175.50994279343885,Beans ,Gikomba
2024-05-07,185.19508991381284,Beans ,Gikomba
2024-05-08,203.38278168744114,Beans ,Gikomba
2024-05-09,176.88685161784645,Beans ,Gikomba
2024-05-10,158.5396231840798,Beans ,Gikomba
2024-05-13,199.6449363539781,Beans ,Gikomba
2024-05-14,194.28651740092502,Beans ,Gikomba
2024-05-21,191.7813921865093,Beans ,Gikomba
2024-05-22,191.24018678886233,Beans ,Gikomba
2024-05-23,190.87849383979616,Beans ,Gikomba
2024-05-24,190.34444687031066,Beans ,Gikomba
2024-05-27,191.15486129146547,Beans ,Gikomba
2024-05-28,189.00387026007348,Beans ,Gikomba
2024-05-29,206.49039335443408,Beans ,Gikomba
2024-05-30,188.74811077690848,Beans ,Gikomba
2024-05-31,182.02982740681932,Beans ,Gikomba
2024-06-04,189.77722256011086,Beans ,Gikomba
2024-06-05,189.96873786151593,Beans ,Gikomba
2024-06-06,176.18009247506194,Beans ,Gikomba
2024-06-07,176.41021164831525,Beans ,Gikomba
2024-06-10,177.62611985783727,Beans ,Gikomba
2024-06-11,177.72696519653488,Beans ,Gikomba
2024-06-12,177.96186435167647,Beans ,Gikomba
2024-06-13,178.33006559520447,Beans ,Gikomba
2024-06-18,178.78513720765113,Beans ,Gikomba
2024-06-19,178.65699123058877,Beans ,Gikomba
2024-06-20,159.21588474896078,Beans ,Gikomba
2024-06-21,178.3835067885669,Beans ,Gikomba
2024-06-24,177.83653044978664,Beans ,Gikomba
2024-06-25,177.31513934932923,Beans ,Gikomba
2024-06-26,176.9397616125256,Beans ,Gikomba
2024-06-27,175.0430294540784,Beans ,Gikomba
2024-06-28,176.33154124441438,Beans ,Gikomba
2024-07-01,174.03236457076324,Beans ,Gikomba
2024-07-02,183.74164960690084,Beans ,Gikomba
2024-07-03,175.0521393030339,Beans ,Gikomba
2024-07-04,177.38374022314895,Beans ,Gikomba
2024-07-08,174.95449305008847,Beans ,Gikomba
2024-07-09,178.14772950869693,Beans ,Gikomba
2024-07-10,174.32769853865094,Beans ,Gikomba
2024-07-11,174.90991504215546,Beans ,Gikomba
2024-07-15,175.14703513077941,Beans ,Gikomba
2024-07-16,176.57704339081803,Beans ,Gikomba
2024-07-17,174.73310100918556,Beans ,Gikomba
2024-07-19,174.3962795060413,Beans ,Gikomba
2024-07-22,173.58878366350228,Beans ,Gikomba
2024-07-24,172.2984939665099,Beans ,Gikomba
2024-07-26,171.06971381897932,Beans ,Gikomba
2024-07-29,152.22507277953878,Beans ,Gikomba
2024-07-30,177.8664074879066,Beans ,Gikomba
2024-07-31,177.052636512417,Beans ,Gikomba
2024-08-02,165.9251336735691,Beans ,Gikomba
2024-08-05,162.64691149878695,Beans ,Gikomba
2024-08-07,193.20705784907054,Beans ,Gikomba
2024-08-08,172.75222461659837,Beans ,Gikomba
2024-08-09,202.23892775919805,Beans ,Gikomba
2024-08-12,170.52895484283874,Beans ,Gikomba
2024-08-13,192.86387525441143,Beans ,Gikomba
2024-08-15,193.45423275684973,Beans ,Gikomba
2024-08-19,161.90030195294165,Beans ,Gikomba
2024-08-21,180.04171259221977,Beans ,Gikomba
2024-08-26,181.71237739075968,Beans ,Gikomba
2024-08-28,174.0480482641011,Beans ,Gikomba
2024-09-02,172.79553892830285,Beans ,Gikomba
2024-09-03,172.484075081375,Beans ,Gikomba
2024-09-04,172.1103832301223,Beans ,Gikomba
2024-09-05,171.87709590659554,Beans ,Gikomba
2024-09-06,176.03386166686926,Beans ,Gikomba
2024-09-10,170.04004338323506,Beans ,Gikomba
2024-09-11,172.22436847302103,Beans ,Gikomba
2024-09-12,169.5565763300147,Beans ,Gikomba
2024-09-17,172.40951660197607,Beans ,Gikomba
2024-09-18,193.84600098799416,Beans ,Gikomba
2024-09-24,163.47269963557665,Beans ,Gikomba
2024-09-25,163.65796915454078,Beans ,Gikomba
2024-09-26,171.59762105533218,Beans ,Gikomba
2024-09-27,164.10775029803875,Beans ,Gikomba
2024-09-30,173.95018937901622,Beans ,Gikomba
2024-10-02,164.31732226796058,Beans ,Gikomba
2024-10-03,164.29298430762995,Beans ,Gikomba
2024-10-04,146.2712884489031,Beans ,Gikomba
2024-10-07,164.9579582753,Beans ,Gikomba
2024-10-10,183.28863094239188,Beans ,Gikomba
2025-05-20,152.19909223937915,Beans ,Gikomba
2025-05-21,151.69237436692373,Beans ,Gikomba
2025-05-22,151.34802629327953,Beans ,Gikomba
2025-05-23,150.8149839915842,Beans ,Gikomba
2025-05-26,149.85702927170763,Beans ,Gikomba
2025-05-27,149.34505390865652,Beans ,Gikomba
2025-05-28,149.040844586268,Beans ,Gikomba
2025-05-29,148.97208124724045,Beans ,Gikomba
2025-05-30,148.77761033528031,Beans ,Gikomba
2025-06-03,149.0439498502591,Beans ,Gikomba
2025-06-04,149.20095959953832,Beans ,Gikomba
2025-06-09,151.066096881112,Beans ,Gikomba
2025-06-10,151.21228099790724,Beans ,Gikomba
2025-06-11,151.49147318550592,Beans ,Gikomba
2025-06-12,151.9153732018488,Beans ,Gikomba
2025-06-13,152.10986927484413,Beans ,Gikomba
2025-06-16,152.89042128433422,Beans ,Gikomba
2025-06-17,152.75708868103013,Beans ,Gikomba
2025-06-18,152.71296063207996,Beans ,Gikomba
